token,type,score,cummulative percentage
középső,ADJ,3,93.35
csomó,NOUN,3,93.36
beleír,VERB,3,93.37
jellem,NOUN,3,93.37
oldalt,ADV,3,93.38
sohasem,ADV,3,93.39
mára,ADV,3,93.4
öl,NOUN,3,93.4
me,X,3,93.41
mielőtt,ADV,3,93.42
hivatalos,ADJ,3,93.42
áhítat,NOUN,3,93.43
tagadó,ADJ,3,93.44
olyasmi,PRON,3,93.44
olyankor,ADV,3,93.45
szerez,VERB,3,93.46
vele,VERB,3,93.46
roppant,ADJ,3,93.47
ugye,ADV,3,93.48
csönget,VERB,3,93.48
meggyőződik,VERB,3,93.49
alulról,ADV,3,93.5
kevés,DET,3,93.5
egyenest,ADV,3,93.51
rajta,PRON,3,93.52
mindenütt,ADV,3,93.52
talp,NOUN,3,93.53
reszketve,ADV,3,93.54
fahíd,NOUN,3,93.54
ejnye,INTJ,3,93.55
fölfelé,ADV,3,93.56
jönik,VERB,3,93.56
rémült,ADJ,3,93.57
fülke,NOUN,3,93.58
övék,PRON,3,93.59
esti,ADJ,3,93.59
hasonlít,VERB,3,93.6
átellenben,ADP,3,93.61
levő,ADJ,3,93.61
fürdik,VERB,3,93.62
elrejt,VERB,3,93.63
szempillantás,NOUN,3,93.63
támaszt,VERB,3,93.64
ordítva,ADV,3,93.65
kisajtaoj,NOUN,3,93.65
épület,NOUN,3,93.66
bal,ADJ,3,93.67
józsefvárosi,ADJ,3,93.67
arrafelé,ADV,3,93.68
nesze,INTJ,3,93.69
síri,ADJ,3,93.69
tág,ADJ,3,93.7
alapszabály,NOUN,3,93.71
nehek,X,3,93.71
elegáns,ADJ,3,93.72
minap,ADV,3,93.73
mondá,X,3,93.73
elnöki,ADJ,3,93.74
mennyi,PRON,3,93.75
visszatesz,VERB,3,93.75
hm,INTJ,3,93.76
megment,VERB,3,93.77
ezalatt,ADV,3,93.78
emlékezetes,ADJ,3,93.78
vasorrú,ADJ,3,93.79
segítség,NOUN,3,93.8
ön,PRON,3,93.8
nemecsek,ADJ,3,93.81
hűlve,ADV,3,93.82
v.,PUNCT,3,93.82
ezüstös,ADJ,3,93.83
valaki,PRON,3,93.84
valószínűleg,ADV,3,93.84
bömböl,X,3,93.85
meglepett,ADJ,3,93.86
mindenki,PRON,3,93.86
egyenes,ADJ,3,93.87
gubbaszkodik,VERB,3,93.88
dacos,ADJ,3,93.88
összeszorít,VERB,3,93.89
hazulról,NOUN,3,93.9
est,NOUN,3,93.9
bánatos,ADJ,3,93.91
áruló,ADJ,3,93.92
megérdemel,VERB,3,93.92
egy-kettő,NUM,3,93.93
bennünket,PRON,3,93.94
rendkívüli,ADJ,3,93.94
horgolt,ADJ,3,93.95
tervez,VERB,3,93.96
kettőtöket,DET,3,93.97
véletlenül,ADV,3,93.97
c,NOUN,3,93.98
d,NOUN,3,93.99
az,PRON,3,93.99
vonal,NOUN,3,94.0
ni,INTJ,3,94.01
kicsoda,PRON,3,94.01
rendelve,ADV,3,94.02
amily,PRON,3,94.03
türelmetlen,ADJ,3,94.03
akármi,PRON,3,94.04
egyes-egyedül,ADV,3,94.05
betegség,NOUN,3,94.05
vív,VERB,3,94.06
ideges,ADJ,3,94.07
készülve,ADV,3,94.07
erődö,NOUN,3,94.08
szárad,VERB,3,94.09
öltözött,ADJ,3,94.09
köpönyeges,ADJ,3,94.1
elbámul,VERB,3,94.11
kíván,VERB,3,94.11
kitöröl,VERB,3,94.12
három,ADV,3,94.13
ifiúr,INTJ,3,94.13
egymaga,PRON,3,94.14
éppúgy,ADV,3,94.15
aláss,ADJ,3,94.16
titeket,PRON,3,94.16
ártatlan,ADJ,3,94.17
elkövet,VERB,3,94.18
hazugság,NOUN,3,94.18
mindaz,PRON,3,94.19
tineki,PRON,3,94.2
őneki,PRON,3,94.2
nézve,ADP,3,94.21
hopp,INTJ,3,94.22
tiéi,PRON,3,94.22
hűtlen,ADJ,3,94.23
ahonnan,ADV,3,94.24
fel-alá,ADV,3,94.24
csodálkozó,ADJ,3,94.25
földi,ADJ,3,94.26
tisztelet,NOUN,3,94.26
kr,NOUN,3,94.27
x.,PUNCT,3,94.28
lábujjhegy,NOUN,3,94.28
egy-más,PRON,3,94.29
egyiknek-másik,PRON,3,94.3
önmaga,PRON,3,94.3
ugye,INTJ,3,94.31
nagyságos,ADJ,3,94.32
tratá,X,3,94.32
puff,INTJ,3,94.33
asztalos,NOUN,3,94.34
hahá,INTJ,3,94.34
pfuj,INTJ,3,94.35
tetőled,X,3,94.36
amilyen,PRON,3,94.37
ooo,PUNCT,3,94.37
fest,VERB,2,94.38
természetrajzi,ADJ,2,94.38
csakugyan,ADV,2,94.39
pont,ADV,2,94.39
tárva-nyitva,ADV,2,94.39
magyar,ADJ,2,94.4
verkli,NOUN,2,94.4
valahogyan,ADV,2,94.41
szomszédos,ADJ,2,94.41
távol,NOUN,2,94.42
halad,VERB,2,94.42
kicsiny,ADJ,2,94.43
bőr,NOUN,2,94.43
helyettesít,VERB,2,94.44
hón,NOUN,2,94.44
mintegy,ADV,2,94.44
padsor,NOUN,2,94.45
kellő,ADJ,2,94.45
kitömött,ADJ,2,94.46
rém,NOUN,2,94.46
kandikál,VERB,2,94.47
sietés,NOUN,2,94.47
keveredik,VERB,2,94.48
jelentő,ADJ,2,94.48
látvány,NOUN,2,94.49
bolt,NOUN,2,94.49
keverék,NOUN,2,94.49
lévén,ADV,2,94.5
szemét,NOUN,2,94.5
légy,NOUN,2,94.51
emelkedik,VERB,2,94.51
üzleti,ADJ,2,94.52
üzlet,NOUN,2,94.52
teli,ADV,2,94.53
vonogat,VERB,2,94.53
kedélyes,ADJ,2,94.53
sejtve,ADV,2,94.54
tintás,ADJ,2,94.54
fejezve,ADV,2,94.55
csinos,ADJ,2,94.55
kés,NOUN,2,94.56
keserű,ADJ,2,94.56
bárdd,NOUN,2,94.57
bíró,NOUN,2,94.57
férfiasság,NOUN,2,94.58
nyilvánít,VERB,2,94.58
savanyú,ADJ,2,94.58
csatlakozik,VERB,2,94.59
alkalmas,ADJ,2,94.59
elver,VERB,2,94.6
eleinte,ADV,2,94.6
ebédel,VERB,2,94.61
szeretet,NOUN,2,94.61
mosolyogva,ADV,2,94.62
pinceablak,NOUN,2,94.62
érezve,ADV,2,94.63
ágyú,NOUN,2,94.63
boldogság,NOUN,2,94.63
róna,NOUN,2,94.64
végtelen,ADJ,2,94.64
szabadság,NOUN,2,94.65
düledező,ADJ,2,94.65
telis-tele,ADV,2,94.66
eligazodik,VERB,2,94.66
karcsú,ADJ,2,94.67
ahelyett,ADV,2,94.67
sík,ADJ,2,94.68
amerikai,ADJ,2,94.68
aznap,ADV,2,94.68
száz,ADV,2,94.69
minduntalan,ADV,2,94.69
híres,ADJ,2,94.7
hasábfa,NOUN,2,94.7
feleút,NOUN,2,94.71
ijedtében,NOUN,2,94.71
hanyatt-homlok,ADV,2,94.72
bő,ADJ,2,94.72
megvallva,ADV,2,94.72
pompás,ADJ,2,94.73
feszes,ADJ,2,94.73
visszakap,VERB,2,94.74
részben,ADV,2,94.74
hátha,ADV,2,94.75
bujkál,VERB,2,94.75
szögezve,ADV,2,94.76
kíséret,NOUN,2,94.76
római,ADJ,2,94.77
csendes,ADJ,2,94.77
teljesít,VERB,2,94.77
majdhogy,ADV,2,94.78
piszkos,ADJ,2,94.78
szorítva,ADV,2,94.79
remegő,ADJ,2,94.79
mégse,ADV,2,94.8
kitüntet,VERB,2,94.8
engedelmes,ADJ,2,94.81
udvariasság,NOUN,2,94.81
tiszta,NOUN,2,94.82
gyorsírási,ADJ,2,94.82
bátr,ADJ,2,94.82
elkésik,VERB,2,94.83
reggel,ADV,2,94.83
dél,NOUN,2,94.84
reáliskola,NOUN,2,94.84
nyugtalan,ADJ,2,94.85
ijesztő,ADJ,2,94.85
vált,VERB,2,94.86
ahová,ADV,2,94.86
messzire,ADV,2,94.87
merő,ADJ,2,94.87
följebb,ADV,2,94.87
eljut,VERB,2,94.88
visszafojtott,ADJ,2,94.88
macska,NOUN,2,94.89
bejut,VERB,2,94.89
színes,ADJ,2,94.9
bosszankodik,VERB,2,94.9
mesterséges,ADJ,2,94.91
bezzeg,ADV,2,94.91
nő,VERB,2,94.91
indián,ADJ,2,94.92
bot,NOUN,2,94.92
felnőtt,ADJ,2,94.93
hadakozik,VERB,2,94.93
színházi,ADJ,2,94.94
nád,NOUN,2,94.94
nézve,ADV,2,94.95
kavics,NOUN,2,94.95
visszakerül,VERB,2,94.96
hajolva,ADV,2,94.96
diskurál,VERB,2,94.96
kitűnő,ADJ,2,94.97
eső,ADJ,2,94.97
elérkezik,VERB,2,94.98
iménti,ADJ,2,94.98
heve,NOUN,2,94.99
sekély,ADJ,2,94.99
iszik,VERB,2,95.0
sáros,ADJ,2,95.0
idáig,ADV,2,95.01
fütyül,VERB,2,95.01
oson,VERB,2,95.01
arcú,ADJ,2,95.02
jöj,VERB,2,95.02
labdázik,VERB,2,95.03
punktum,NOUN,2,95.03
másképp,ADV,2,95.04
intés,NOUN,2,95.04
gúla,NOUN,2,95.05
él,NOUN,2,95.05
égő,ADJ,2,95.05
távolodik,VERB,2,95.06
kör,NOUN,2,95.06
belefúj,VERB,2,95.07
megemel,VERB,2,95.07
futó,ADJ,2,95.08
jobb,NOUN,2,95.08
küldött,ADJ,2,95.09
szerencsére,ADV,2,95.09
dézsa,NOUN,2,95.1
délszaki,ADJ,2,95.1
halvány,ADJ,2,95.1
aranyhalas,ADJ,2,95.11
fűtött,ADJ,2,95.11
állandó,ADJ,2,95.12
tűnődik,VERB,2,95.12
rá,NOUN,2,95.13
üvegajtó,NOUN,2,95.13
keresgél,VERB,2,95.14
nevez,VERB,2,95.14
rég,ADV,2,95.15
hev,NOUN,2,95.15
buzgó,ADJ,2,95.15
pityergő,NOUN,2,95.16
leöntött,ADJ,2,95.16
pincsikutya,NOUN,2,95.17
hadd,ADV,2,95.17
fölsegít,VERB,2,95.18
csöpög,VERB,2,95.18
lóvonat,NOUN,2,95.19
különböző,ADJ,2,95.19
végighallgat,VERB,2,95.2
folytonos,ADJ,2,95.2
mondat,NOUN,2,95.2
anélkül,ADV,2,95.21
zárva,ADV,2,95.21
sorjában,ADV,2,95.22
mindenekelőtt,ADV,2,95.22
kikapar,VERB,2,95.23
megkeményedik,VERB,2,95.23
nyomkod,VERB,2,95.24
kocsiablak,NOUN,2,95.24
git,NOUN,2,95.24
súgva,ADV,2,95.25
szék,NOUN,2,95.25
beleül,VERB,2,95.26
telep,NOUN,2,95.26
föl-alá,ADV,2,95.27
ötkrajcáros,ADJ,2,95.27
levelezőlap,NOUN,2,95.28
okmánybélyeg,NOUN,2,95.28
mi,ADV,2,95.29
lesüt,VERB,2,95.29
megpofoz,VERB,2,95.29
ráírva,ADV,2,95.3
fordulva,ADV,2,95.3
dörgő,ADJ,2,95.31
bajotook,NOUN,2,95.31
jelöl,VERB,2,95.32
fájó,ADJ,2,95.32
maszatos,ADJ,2,95.33
mialatt,ADV,2,95.33
nekilát,VERB,2,95.34
titkári,ADJ,2,95.34
fájdalmas,ADJ,2,95.34
nézeget,VERB,2,95.35
marék,NOUN,2,95.35
szélvész,NOUN,2,95.36
elrobog,VERB,2,95.36
lakás,NOUN,2,95.37
ma,NOUN,2,95.37
düh,NOUN,2,95.38
fakép,NOUN,2,95.38
szólás,NOUN,2,95.39
titkárság,NOUN,2,95.39
lecsap,VERB,2,95.39
sokan,ADV,2,95.4
ákombákom,NOUN,2,95.4
tér,VERB,2,95.41
lihegve,ADV,2,95.41
klinika,NOUN,2,95.42
nevetve,ADV,2,95.42
végű,ADJ,2,95.43
szöglet,NOUN,2,95.43
megvizsgál,VERB,2,95.43
tőle,VERB,2,95.44
zörög,VERB,2,95.44
cövek,NOUN,2,95.45
meglep,VERB,2,95.45
váratlan,ADJ,2,95.46
fölemelt,ADJ,2,95.46
csodálkozva,ADV,2,95.47
széles,ADJ,2,95.47
agy,NOUN,2,95.48
templom,NOUN,2,95.48
értetlen,ADJ,2,95.48
éjszaka,NOUN,2,95.49
lelkesítő,ADJ,2,95.49
tátott,ADJ,2,95.5
itt-ott,ADV,2,95.5
ellenséges,ADJ,2,95.51
külön,ADJ,2,95.51
kebél,NOUN,2,95.52
rendre,ADV,2,95.52
emelt,ADJ,2,95.53
becstelen,ADJ,2,95.53
lehet,VERB,2,95.53
szúr,VERB,2,95.54
rendel,VERB,2,95.54
vezérlet,NOUN,2,95.55
itten,ADV,2,95.55
haditörvényszék,NOUN,2,95.56
későn,ADV,2,95.56
tulajdonképpeni,ADJ,2,95.57
nagykapu,NOUN,2,95.57
szembe,ADV,2,95.58
boldogul,VERB,2,95.58
bátya,NOUN,2,95.58
véletlenség,NOUN,2,95.59
ütközet,NOUN,2,95.59
labdázás,NOUN,2,95.6
vajon,ADV,2,95.6
hamarjában,ADV,2,95.61
gorombáskodik,VERB,2,95.61
gyalogjáró,NOUN,2,95.62
éljenezik,VERB,2,95.62
odáig,ADV,2,95.62
sokáig,ADV,2,95.63
érdemel,VERB,2,95.63
kísér,VERB,2,95.64
sötétedő,ADJ,2,95.64
keserves,ADJ,2,95.65
tisztességes,ADJ,2,95.65
ismert,ADJ,2,95.66
teketória,NOUN,2,95.66
mellékes,ADJ,2,95.67
fogadhat,VERB,2,95.67
kapualj,NOUN,2,95.67
csomagol,VERB,2,95.68
szomszéd,NOUN,2,95.68
különösen,ADV,2,95.69
tábornoki,ADJ,2,95.69
történelmi,ADJ,2,95.7
sárgaréz,NOUN,2,95.7
hadicél,NOUN,2,95.71
tegnapi,ADJ,2,95.71
kilógat,VERB,2,95.72
kémkedik,VERB,2,95.72
sürgős,ADJ,2,95.72
tulajdonképpen,ADV,2,95.73
hű,ADJ,2,95.73
főhadnagyi,ADJ,2,95.74
parancsoló,ADJ,2,95.74
mégiscsak,ADV,2,95.75
bizonyos,ADJ,2,95.75
szegényes,ADJ,2,95.76
félóra,NOUN,2,95.76
meglepetve,ADV,2,95.76
meghúzódik,VERB,2,95.77
fúva,VERB,2,95.77
kettő,NOUN,2,95.78
legutóbb,ADV,2,95.78
viszontagság,NOUN,2,95.79
fürge,ADJ,2,95.79
nemhiába,ADV,2,95.8
vigyázz,NOUN,2,95.8
rozsdás,ADJ,2,95.81
kívülről,ADV,2,95.81
ötös,ADJ,2,95.81
rendszerint,ADV,2,95.82
futva,ADV,2,95.82
ezüstvégű,ADJ,2,95.83
izgató,ADJ,2,95.83
trara,NOUN,2,95.84
csúszva,ADV,2,95.84
ingujj,NOUN,2,95.85
cél,NOUN,2,95.85
szór,VERB,2,95.86
gyalogos,ADJ,2,95.86
lehúz,VERB,2,95.86
tehetetlen,ADJ,2,95.87
várt,ADJ,2,95.87
kiszorít,VERB,2,95.88
kétségbeesve,ADV,2,95.88
trombitál,VERB,2,95.89
porfergeteg,NOUN,2,95.89
támadó,ADJ,2,95.9
fiatal,ADJ,2,95.9
felülről,ADV,2,95.91
köszönhet,VERB,2,95.91
éget,VERB,2,95.91
győztes,ADJ,2,95.92
kísérjük,VERB,2,95.92
kisírt,ADJ,2,95.93
törődve,ADV,2,95.93
gázlámpa,NOUN,2,95.94
soká,ADV,2,95.94
négyszemközt,ADV,2,95.95
sért,VERB,2,95.95
történelemkönyv,NOUN,2,95.95
odaír,VERB,2,95.96
szerinti,ADJ,2,95.96
szótöbbség,NOUN,2,95.97
haragudik,VERB,2,95.97
késő,ADJ,2,95.98
vezérség,NOUN,2,95.98
szoros,ADJ,2,95.99
semmi,NOUN,2,95.99
jövő,ADJ,2,96.0
csináltat,VERB,2,96.0
rekedt,ADJ,2,96.0
fellapoz,VERB,2,96.01
örök,ADJ,2,96.01
zavar,VERB,2,96.02
örökre,ADV,2,96.02
erődből,NOUN,2,96.03
kimarad,VERB,2,96.03
katedraasztal,NOUN,1,96.03
sikertelen,ADJ,1,96.04
kísérlet,NOUN,1,96.04
végre-valahára,ADV,1,96.04
jutalm,NOUN,1,96.04
színtelen,ADJ,1,96.05
smaragdzöld,ADJ,1,96.05
minutum,NOUN,1,96.05
megpendül,VERB,1,96.05
komolyság,NOUN,1,96.05
szakad,VERB,1,96.06
márciusi,ADJ,1,96.06
berepül,VERB,1,96.06
tanterem,NOUN,1,96.06
induló,NOUN,1,96.07
csinnadrattás,ADJ,1,96.07
bécsies,ADJ,1,96.07
peng,VERB,1,96.07
aranyos,ADJ,1,96.07
déli,ADJ,1,96.08
vigasztaló,ADJ,1,96.08
tizenkettős,NOUN,1,96.08
kifigyel,VERB,1,96.08
tartozó,ADJ,1,96.09
lóvasúti,ADJ,1,96.09
dalol,VERB,1,96.09
izegni-mozog,VERB,1,96.09
turkál,VERB,1,96.1
bevont,ADJ,1,96.1
pakol,VERB,1,96.1
elosztva,ADV,1,96.1
külső,ADJ,1,96.1
unatkozó,ADJ,1,96.11
víziló,NOUN,1,96.11
kiszór,VERB,1,96.11
délelőtti,ADJ,1,96.11
kifli,NOUN,1,96.12
terjedő,ADJ,1,96.12
időközben,NOUN,1,96.12
csoszog,VERB,1,96.12
szemérem,NOUN,1,96.12
nagyság,NOUN,1,96.13
rakván,ADV,1,96.13
húzván,ADV,1,96.13
megreccsenik,VERB,1,96.13
belevörösödik,VERB,1,96.14
egyszóval,ADV,1,96.14
távozás,NOUN,1,96.14
végighordoz,VERB,1,96.14
befordít,VERB,1,96.14
befog,VERB,1,96.15
megérezve,ADV,1,96.15
szivárog,VERB,1,96.15
antracén,NOUN,1,96.15
cincoog,VERB,1,96.16
éreztetve,ADV,1,96.16
kihajt,VERB,1,96.16
címzés,NOUN,1,96.16
jellemes,ADJ,1,96.17
hagyott,ADJ,1,96.17
közlekedési,ADJ,1,96.17
gurulva,ADV,1,96.17
összecsomagolt,ADJ,1,96.17
villamos,ADJ,1,96.18
berreg,VERB,1,96.18
kijelölte,VERB,1,96.18
szertár,NOUN,1,96.18
gyűjtemény,NOUN,1,96.19
ajtónyitás,NOUN,1,96.19
tollászkodó,ADJ,1,96.19
üvegszem,NOUN,1,96.19
méltóság,NOUN,1,96.19
megsárgult,ADJ,1,96.2
emberi,ADJ,1,96.2
csontváz,NOUN,1,96.2
oszlopos,ADJ,1,96.2
lépcsőház,NOUN,1,96.21
szelídül,VERB,1,96.21
zajgó,ADJ,1,96.21
gyerektömeg,NOUN,1,96.21
kanyarodó,NOUN,1,96.21
elkezdődik,VERB,1,96.22
lerepül,VERB,1,96.22
oszladozik,VERB,1,96.22
kiszabadult,ADJ,1,96.22
kószál,VERB,1,96.23
mozgalmas,ADJ,1,96.23
lóvasuot,NOUN,1,96.23
zűrzavaros,ADJ,1,96.23
szemérmetlen,ADJ,1,96.24
tudvalevő,ADJ,1,96.24
spékelt,ADJ,1,96.24
massza,NOUN,1,96.24
fapálcika,NOUN,1,96.24
nyársalt,ADJ,1,96.25
füge,NOUN,1,96.25
prünella,NOUN,1,96.25
dió,NOUN,1,96.25
folyós,ADJ,1,96.26
mártva,ADV,1,96.26
staniclikba,NOUN,1,96.26
osztva,ADV,1,96.26
ízletes,ADJ,1,96.26
mazsola,NOUN,1,96.27
malagaszőlő,NOUN,1,96.27
cukordarabka,NOUN,1,96.27
mandula,NOUN,1,96.27
szentjánoskenyér-törmelék,NOUN,1,96.28
gyáripar,NOUN,1,96.28
növény-,NOUN,1,96.28
állatvilág,NOUN,1,96.28
kereskedelem,NOUN,1,96.28
ázsiai,ADJ,1,96.29
rabló,NOUN,1,96.29
lakta,ADJ,1,96.29
vidék,NOUN,1,96.29
nyugat-európai,ADJ,1,96.3
megfizet,VERB,1,96.3
cukorkészlet,NOUN,1,96.3
elhaladó,ADJ,1,96.3
ifjúság,NOUN,1,96.31
költ,VERB,1,96.31
kinyög,VERB,1,96.31
bárd,NOUN,1,96.31
ragadtatva,ADV,1,96.31
eszme,NOUN,1,96.32
micsoda,ADJ,1,96.32
csábítás,NOUN,1,96.32
tévesztve,ADV,1,96.32
szétüssön,VERB,1,96.33
x-lábú,ADJ,1,96.33
csupa,ADJ,1,96.33
sötétkék,ADJ,1,96.33
következmény,NOUN,1,96.33
tisztul,VERB,1,96.34
levert,ADJ,1,96.34
forradalmár,NOUN,1,96.34
lemondás,NOUN,1,96.34
erszény,NOUN,1,96.35
törhet,VERB,1,96.35
álmod,VERB,1,96.35
lepattant,ADJ,1,96.35
szemtelen,ADJ,1,96.36
okulva,ADV,1,96.36
olyasvalami,ADJ,1,96.36
mesebeli,ADJ,1,96.36
középkori,ADJ,1,96.36
hóhér,NOUN,1,96.37
mogyorófejű,ADJ,1,96.37
csapkod,VERB,1,96.37
arasznyi,ADJ,1,96.37
ráragad,VERB,1,96.38
letéphetetlen,ADJ,1,96.38
lenyalhatatlan,ADJ,1,96.38
középütt,ADV,1,96.38
csirkefogótempó,NOUN,1,96.38
kitér,VERB,1,96.39
elhatalmasodik,VERB,1,96.39
már-már,ADV,1,96.39
sok,NOUN,1,96.39
hazamenés,NOUN,1,96.4
dohog,VERB,1,96.4
középen,NOUN,1,96.4
összefogódzott,ADJ,1,96.4
utánacsinál,VERB,1,96.4
negyedik,NOUN,1,96.41
azontúl,ADV,1,96.41
szerda,NOUN,1,96.41
magyartanár,NOUN,1,96.41
megállot,VERB,1,96.42
különleges,ADJ,1,96.42
tollazik,VERB,1,96.42
szentjánoskenyér-magba,ADJ,1,96.42
nyelv,NOUN,1,96.43
boxenlibe,NOUN,1,96.43
csúf,ADJ,1,96.43
német,ADJ,1,96.43
ellenáll,VERB,1,96.43
merészel,VERB,1,96.44
ököljog,NOUN,1,96.44
kalózuralom,NOUN,1,96.44
velős,ADJ,1,96.44
borzadva,ADV,1,96.45
nekibátorodva,ADV,1,96.45
forradalom,NOUN,1,96.45
süketíts,VERB,1,96.45
középpont,NOUN,1,96.45
szorzik,VERB,1,96.46
számtan,NOUN,1,96.46
jelentéktelen,ADJ,1,96.46
áldozat,NOUN,1,96.46
összedug,VERB,1,96.47
reálistá,NOUN,1,96.47
eltalál,VERB,1,96.47
gurítva,ADV,1,96.47
dugva,ADV,1,96.47
futó,NOUN,1,96.48
gyövés,NOUN,1,96.48
gurítot,VERB,1,96.48
dugott,ADJ,1,96.48
elémbe,NOUN,1,96.49
pityereg,VERB,1,96.49
fölháborodva,ADV,1,96.49
puskaporos,ADJ,1,96.49
panaszol,VERB,1,96.5
kiáltó,ADJ,1,96.5
felháborodik,VERB,1,96.5
valamerre,ADV,1,96.5
izgat,VERB,1,96.5
mendegél,VERB,1,96.51
vastag,ADJ,1,96.51
réteg,NOUN,1,96.51
rakódik,VERB,1,96.51
telegyömöszöl,VERB,1,96.52
felszippant,VERB,1,96.52
tüsszögve,ADV,1,96.52
fölfedezés,NOUN,1,96.52
bömbölőe,NOUN,1,96.52
tengerinyúl,NOUN,1,96.53
alföldi,ADJ,1,96.53
lépnei,VERB,1,96.53
csodálatos,ADJ,1,96.53
bura,NOUN,1,96.54
hozzászokik,VERB,1,96.54
távolság,NOUN,1,96.54
messzenézés,NOUN,1,96.54
ékelve,ADV,1,96.55
négyemeletes,ADJ,1,96.55
kisdiák,NOUN,1,96.55
gőzfűrészelő,ADJ,1,96.55
szűk,ADJ,1,96.55
tér,NOUN,1,96.56
félelmes,ADJ,1,96.56
nyár,NOUN,1,96.56
véges-végig,ADJ,1,96.56
óramű,NOUN,1,96.57
pontosság,NOUN,1,96.57
időköz,NOUN,1,96.57
kínlódik,VERB,1,96.57
otromba,ADJ,1,96.57
szapora,ADJ,1,96.58
lov,NOUN,1,96.58
pufog,VERB,1,96.58
felapróz,VERB,1,96.58
szűnik,VERB,1,96.59
csenevész,ADJ,1,96.59
fakalyiba,NOUN,1,96.59
összetákolva,ADV,1,96.59
gyújt,VERB,1,96.59
mulatozás,NOUN,1,96.6
indiánosabb,ADJ,1,96.6
képzel,VERB,1,96.6
hátulsó,ADJ,1,96.6
sziklás,ADJ,1,96.61
hegyvidék,NOUN,1,96.61
védtelen,ADJ,1,96.61
megerősít,VERB,1,96.61
egzecíroztattak,VERB,1,96.62
kihágás,NOUN,1,96.62
kutyafutta,NOUN,1,96.62
elsétál,VERB,1,96.62
kaliba,NOUN,1,96.62
nappal,ADV,1,96.63
sincs,VERB,1,96.63
legfontosabb,ADJ,1,96.63
katonai,ADJ,1,96.63
unalom,NOUN,1,96.64
röpke,ADJ,1,96.64
jelentőségű,ADJ,1,96.64
siett,NOUN,1,96.64
megbillent,VERB,1,96.64
rakás,NOUN,1,96.65
pálcika,NOUN,1,96.65
leng,VERB,1,96.65
barátság,NOUN,1,96.65
motoszkál,VERB,1,96.66
kiálló,ADJ,1,96.66
teszi-vesz,VERB,1,96.66
visszafelé,ADV,1,96.66
téve,ADV,1,96.66
kanyarog,VERB,1,96.67
vállas,ADJ,1,96.67
egymásután,NOUN,1,96.67
bereteszelt,ADJ,1,96.67
elmondhat,VERB,1,96.68
feledkezik,VERB,1,96.68
szusz,NOUN,1,96.68
esküdözzél,VERB,1,96.68
részletesű,ADJ,1,96.69
megesküszik,VERB,1,96.69
hátul,ADJ,1,96.69
kegyelmes,ADJ,1,96.69
konstatál,VERB,1,96.69
letör,VERB,1,96.7
búslakodik,VERB,1,96.7
gyerektor,NOUN,1,96.7
verődve,ADV,1,96.7
bezárva,ADV,1,96.71
reteszelve,ADV,1,96.71
esküdik,VERB,1,96.71
igazságos,ADJ,1,96.71
gyöngeség,NOUN,1,96.71
odafordul,VERB,1,96.72
bejelent,VERB,1,96.72
árulkodás,NOUN,1,96.72
olvasható,ADJ,1,96.72
szombat,NOUN,1,96.73
idemerészkedik,VERB,1,96.73
toldot,VERB,1,96.73
szenzációs,ADJ,1,96.73
igazság,NOUN,1,96.73
elcsodálkozik,VERB,1,96.74
teljhatalmú,ADJ,1,96.74
vak,ADJ,1,96.74
elintéz,VERB,1,96.74
ahány,ADV,1,96.75
cséplőgép,NOUN,1,96.75
noteszkönyve,NOUN,1,96.75
közcél,NOUN,1,96.75
szétoszt,VERB,1,96.76
terelődik,VERB,1,96.76
azóta,ADV,1,96.76
mióta,ADV,1,96.76
megalapít,VERB,1,96.76
végigfolyik,VERB,1,96.77
előkelő,ADJ,1,96.77
végképp,ADJ,1,96.77
szabadjára,ADV,1,96.77
pocok,NOUN,1,96.78
lassankint,ADV,1,96.78
május,NOUN,1,96.78
belőle,VERB,1,96.78
tiszt,ADJ,1,96.78
letörik,VERB,1,96.79
szipegve-szipogva,ADV,1,96.79
belehegyez,VERB,1,96.79
kettes,ADJ,1,96.79
hegyezve,ADV,1,96.8
sóhajtás,NOUN,1,96.8
beledob,VERB,1,96.8
körülvit,VERB,1,96.8
szégyenkezniök,VERB,1,96.81
összegyűjtött,ADJ,1,96.81
vetélytárs,NOUN,1,96.81
elnökké,NOUN,1,96.81
dolg,NOUN,1,96.81
előbb-utóbb,ADV,1,96.82
beragyog,VERB,1,96.82
hazaszeretet,NOUN,1,96.82
szív-lélekkel,ADV,1,96.82
borízű,ADJ,1,96.83
gőgös,ADJ,1,96.83
kijövet,ADV,1,96.83
szigetj,NOUN,1,96.83
odaszögez,VERB,1,96.83
idevonz,VERB,1,96.84
érvényes,ADJ,1,96.84
végződik,VERB,1,96.84
többet,ADV,1,96.84
sehova,ADV,1,96.85
főhadnagyság,NOUN,1,96.85
mérték,NOUN,1,96.85
elválik,VERB,1,96.85
vakmerőség,NOUN,1,96.85
különb,ADJ,1,96.86
úszik,VERB,1,96.86
kevesedmagával,NOUN,1,96.86
ró,VERB,1,96.86
kicsap,VERB,1,96.87
hihetetlen,ADJ,1,96.87
megnyerő,ADJ,1,96.87
lehajtott,ADJ,1,96.87
szúrós,ADJ,1,96.88
napbarnított,ADJ,1,96.88
korán,ADV,1,96.88
szokatlan,ADJ,1,96.88
szórakozik,VERB,1,96.88
negyedóra,NOUN,1,96.89
